,name,sex,count,syllables,consonants,ratio
50613,Anashia,F,27,3,3,1
50614,Anasophia,F,254,4,4,1
50615,Anassa,F,8,3,3,1
50616,Anayelis,F,10,3,4,1.333333333
50617,Anayelly,F,6,3,5,1.666666667
50618,Aneesia,F,39,3,2,0.666666667
50619,Aneiya,F,6,2,2,1
50620,Angelese,F,25,4,4,1
50621,Angelyka,F,17,4,5,1.25
50622,Anielka,F,21,3,3,1
50623,Anij,F,5,2,2,1
50624,Anishka,F,288,3,4,1.333333333
50625,Anistasia,F,30,4,4,1
50626,Aniyha,F,228,3,3,1
50627,Aniyia,F,82,2,2,1
50628,Anjolee,F,12,3,3,1
50629,Annaelise,F,25,4,4,1
50630,Annajulia,F,60,4,4,1
50631,Annakatherine,F,49,6,7,1.166666667
50632,Annalice,F,15,4,4,1
50633,Annely,F,63,3,4,1.333333333
50634,Annesley,F,29,3,5,1.666666667
50635,Annicka,F,46,3,4,1.333333333
50636,Annsleigh,F,139,2,6,3
50637,Anuhya,F,35,3,3,1
50638,Anureet,F,41,3,3,1
50639,Anyi,F,104,2,2,1
50640,Anyjah,F,89,3,4,1.333333333
50641,Anylah,F,1066,3,4,1.333333333
50642,Apsara,F,35,3,3,1
50643,Araeya,F,78,2,2,1
50644,Arai,F,53,3,1,0.333333333
50645,Areesha,F,172,3,3,1
50646,Areianna,F,19,3,3,1
50647,Areonia,F,11,3,2,0.666666667
50648,Aridai,F,23,3,2,0.666666667
50649,Ariea,F,108,2,1,0.5
50650,Arieyana,F,53,3,3,1
50651,Arim,F,5,2,2,1
50652,Arlete,F,5,3,3,1
50653,Armiyah,F,107,2,4,2
50654,Armya,F,81,2,3,1.5
50655,Arraya,F,96,2,3,1.5
50656,Arrissa,F,20,3,4,1.333333333
50657,Arshiya,F,158,2,4,2
50658,Aryianna,F,218,3,4,1.333333333
50659,Aryiel,F,23,2,3,1.5
50660,Arzoo,F,10,2,2,1
50661,Asada,F,5,3,2,0.666666667
50662,Ashanee,F,5,3,3,1
50663,Ashini,F,5,3,3,1
50664,Ashonna,F,17,3,4,1.333333333
50665,Asiaonna,F,5,3,3,1
50666,Aslhey,F,6,2,4,2
50667,Assitan,F,15,3,4,1.333333333
50668,Assma,F,5,2,3,1.5
50669,Astry,F,15,2,4,2
50670,Attison,F,47,3,4,1.333333333
50671,Atzin,F,22,2,3,1.5
50672,Aubreonna,F,28,3,4,1.333333333
50673,Aubreyonna,F,17,3,5,1.666666667
50674,Aujanai,F,5,3,2,0.666666667
50675,Aukievah,F,10,3,3,1
50676,Austynn,F,281,2,5,2.5
50677,Autom,F,10,2,2,1
50678,Avarose,F,333,4,3,0.75
50679,Aveen,F,67,2,2,1
50680,Avey,F,134,2,2,1
50681,Avielle,F,314,3,3,1
50682,Avisha,F,49,3,3,1
50683,Avyanna,F,511,3,4,1.333333333
50684,Ayaa,F,23,1,1,1
50685,Ayane,F,260,2,2,1
50686,Ayelen,F,620,2,3,1.5
50687,Ayna,F,53,2,2,1
50688,Aynslee,F,209,2,4,2
50689,Ayooluwa,F,10,3,3,1
50690,Ayreana,F,6,3,3,1
50691,Ayren,F,5,2,3,1.5
50692,Azariyah,F,646,3,4,1.333333333
50693,Azarria,F,119,3,3,1
50694,Azelea,F,67,3,2,0.666666667
50695,Aziya,F,368,2,2,1
50696,Aziyah,F,1106,2,3,1.5
50697,Azzure,F,75,3,3,1
50698,Baliegh,F,12,2,4,2
50699,Baraah,F,30,2,3,1.5
50700,Barbora,F,5,3,4,1.333333333
50701,Basimah,F,5,3,4,1.333333333
50702,Baya,F,334,1,2,2
50703,Belana,F,6,3,3,1
50704,Belladonna,F,300,4,6,1.5
50705,Beloved,F,23,2,4,2
50706,Bemnet,F,63,2,4,2
50707,Bentlee,F,710,2,4,2
50708,Beonce,F,9,2,3,1.5
50709,Beyla,F,158,2,3,1.5
50710,Bezawit,F,48,3,4,1.333333333
50711,Bhumika,F,23,3,4,1.333333333
50712,Biankah,F,5,2,4,2
50713,Bionce,F,8,2,3,1.5
50714,Blimi,F,90,2,3,1.5
50715,Bly,F,5,1,3,3
50716,Boluwatife,F,60,5,5,1
50717,Braeley,F,86,2,4,2
50718,Brailynn,F,695,2,6,3
50719,Brainna,F,20,2,4,2
50720,Braniyah,F,185,2,5,2.5
50721,Braylea,F,96,2,4,2
50722,Brayli,F,137,2,4,2
50723,Breeyanna,F,5,2,5,2.5
50724,Breighana,F,6,3,5,1.666666667
50725,Brekken,F,22,2,5,2.5
50726,Breniya,F,132,2,4,2
50727,Brennae,F,6,2,4,2
50728,Brenya,F,191,2,4,2
50729,Breyonce,F,18,2,5,2.5
50730,Briazia,F,5,2,3,1.5
50731,Brielyn,F,158,2,5,2.5
50732,Brilie,F,10,2,3,1.5
50733,Brinleigh,F,494,2,6,3
50734,Brixton,F,147,2,5,2.5
50735,Bryasha,F,5,2,5,2.5
50736,Brynleigh,F,1817,2,7,3.5
50737,Brynli,F,347,2,5,2.5
50738,Brynlie,F,726,2,5,2.5
50739,Brynnlee,F,994,2,6,3
50740,Burkley,F,60,2,5,2.5
50741,Caelee,F,59,2,2,1
50742,Calaya,F,135,2,3,1.5
50743,Calvinesha,F,6,4,6,1.5
50744,Camiah,F,224,2,3,1.5
50745,Camiyah,F,584,2,4,2
50746,Camyron,F,5,3,5,1.666666667
50747,Caribbean,F,5,4,5,1.25
50748,Carlasia,F,36,3,4,1.333333333
50749,Cashmir,F,6,2,5,2.5
50750,Casiah,F,10,2,3,1.5
50751,Caylei,F,123,2,3,1.5
50752,Caziah,F,18,2,3,1.5
50753,Ceona,F,22,2,2,1
50754,Ceyonce,F,5,2,4,2
50755,Chailey,F,19,2,4,2
50756,Chamberlyn,F,13,3,8,2.666666667
50757,Charlyze,F,34,3,6,2
50758,Chayanna,F,11,2,5,2.5
50759,Chidima,F,11,3,4,1.333333333
50760,Chrishayla,F,11,3,7,2.333333333
50761,Ciah,F,5,1,2,2
50762,Ciane,F,6,2,2,1
50763,Ciclali,F,53,3,4,1.333333333
50764,Ciclaly,F,77,3,5,1.666666667
50765,Cinsere,F,5,3,4,1.333333333
50766,Citali,F,15,3,3,1
50767,Citialli,F,5,3,4,1.333333333
50768,Cittlali,F,11,3,5,1.666666667
50769,Cittlaly,F,6,3,6,2
50770,Clareese,F,5,3,4,1.333333333
50771,Clhoe,F,6,1,3,3
50772,Coraleigh,F,123,3,5,1.666666667
50773,Coreyonna,F,5,3,5,1.666666667
50774,Corionna,F,50,3,4,1.333333333
50775,Corriana,F,11,3,4,1.333333333
50776,Cymbre,F,5,2,5,2.5
50777,Cyniah,F,257,2,4,2
50778,Cytlalli,F,5,3,6,2
50779,Dabne,F,10,2,3,1.5
50780,Dadne,F,5,2,3,1.5
50781,Dadriana,F,6,3,4,1.333333333
50782,Daejanay,F,20,3,4,1.333333333
50783,Daela,F,29,2,2,1
50784,Daffne,F,52,2,4,2
50785,Dafnne,F,12,2,4,2
50786,Dailah,F,73,2,3,1.5
50787,Dailin,F,102,2,3,1.5
50788,Daizie,F,34,2,2,1
50789,Daizjah,F,10,2,4,2
50790,Dakara,F,12,3,3,1
50791,Dakeria,F,16,3,3,1
50792,Dalylah,F,398,3,5,1.666666667
50793,Damla,F,11,2,3,1.5
50794,Danajia,F,32,3,3,1
50795,Danelis,F,15,3,4,1.333333333
50796,Danyia,F,90,2,3,1.5
50797,Darely,F,201,3,4,1.333333333
50798,Dariell,F,10,2,4,2
50799,Darlenne,F,18,3,5,1.666666667
50800,Darrionna,F,17,3,5,1.666666667
50801,Dasianae,F,10,3,3,1
50802,Davaria,F,15,3,3,1
50803,Daxia,F,6,2,2,1
50804,Dayeli,F,28,2,3,1.5
50805,Dazani,F,66,3,3,1
50806,Daziya,F,105,2,3,1.5
50807,Dazlyn,F,11,2,5,2.5
50808,Deaijah,F,16,2,3,1.5
50809,Decklyn,F,95,2,6,3
50810,Deeqa,F,5,2,2,1
50811,Deklyn,F,115,2,5,2.5
50812,Delali,F,24,3,3,1
50813,Delci,F,11,2,3,1.5
50814,Denalia,F,10,3,3,1
50815,Denija,F,31,3,3,1
50816,Derionna,F,85,3,4,1.333333333
50817,Derriona,F,179,3,4,1.333333333
50818,Destinny,F,30,3,6,2
50819,Dezaraye,F,11,3,4,1.333333333
50820,Dezaria,F,91,3,3,1
50821,Dezmyn,F,5,2,5,2.5
50822,Deztiney,F,5,3,5,1.666666667
50823,Deztini,F,26,3,4,1.333333333
50824,Dhvani,F,36,2,4,2
50825,Dinasia,F,24,3,3,1
50826,Dinasty,F,12,3,5,1.666666667
50827,Dioselin,F,31,3,4,1.333333333
50828,Djeneba,F,120,3,4,1.333333333
50829,Dmani,F,30,2,3,1.5
50830,Dnaya,F,25,1,3,3
50831,Dniya,F,129,1,3,3
50832,Domani,F,5,3,3,1
50833,Donashia,F,5,3,4,1.333333333
50834,Dorismar,F,175,3,5,1.666666667
50835,Dynastee,F,95,3,5,1.666666667
50836,Dzenita,F,5,3,4,1.333333333
50837,Easha,F,10,2,2,1
50838,Eastyn,F,441,2,4,2
50839,Ebelyn,F,89,3,4,1.333333333
50840,Edrianna,F,6,3,4,1.333333333
50841,Eiley,F,319,2,2,1
50842,Eilyn,F,155,2,3,1.5
50843,Eja,F,45,2,1,0.5
50844,Ekram,F,37,2,3,1.5
50845,Eleasah,F,5,3,3,1
50846,Elenamarie,F,23,5,4,0.8
50847,Elianah,F,462,3,3,1
50848,Elianny,F,404,3,4,1.333333333
50849,Elienai,F,252,3,2,0.666666667
50850,Elizamarie,F,21,5,4,0.8
50851,Elizia,F,24,3,2,0.666666667
50852,Ellarie,F,161,3,3,1
50853,Elleigh,F,411,2,4,2
50854,Elysium,F,48,4,4,1
50855,Emeria,F,5,3,2,0.666666667
50856,Emilin,F,23,3,3,1
50857,Emilya,F,145,3,3,1
50858,Emilyelizabeth,F,41,6,8,1.333333333
50859,Emilygrace,F,97,5,6,1.2
50860,Emilymae,F,5,4,4,1
50861,Emilyne,F,12,4,4,1
50862,Emmalina,F,491,4,4,1
50863,Emmee,F,44,2,2,1
50864,Emmry,F,127,2,4,2
50865,Endyia,F,5,2,3,1.5
50866,Eniah,F,35,2,2,1
50867,Erilyn,F,135,3,4,1.333333333
50868,Erinique,F,6,4,3,0.75
50869,Erinisha,F,5,4,4,1
50870,Eriyona,F,17,3,3,1
50871,Eryanna,F,69,3,4,1.333333333
50872,Esabel,F,23,3,3,1
50873,Eshika,F,61,3,3,1
50874,Eshita,F,22,3,3,1
50875,Estefhany,F,7,4,6,1.5
50876,Ettel,F,125,2,3,1.5
50877,Eujin,F,10,2,2,1
50878,Evening,F,16,2,4,2
50879,Faisa,F,35,2,2,1
50880,Fajar,F,16,2,3,1.5
50881,Fariah,F,17,2,3,1.5
50882,Fathma,F,5,2,4,2
50883,Favour,F,366,2,3,1.5
50884,Foram,F,5,2,3,1.5
50885,Gabbriel,F,33,2,5,2.5
50886,Gabija,F,38,3,3,1
50887,Gabreella,F,5,3,5,1.666666667
50888,Gabrialla,F,10,3,5,1.666666667
50889,Galilee,F,315,3,3,1
50890,Galya,F,66,2,3,1.5
50891,Geetanjali,F,10,4,5,1.25
50892,Geethika,F,42,3,4,1.333333333
50893,Geetika,F,61,3,3,1
50894,Genaveve,F,44,4,4,1
50895,Giannamarie,F,77,4,5,1.25
50896,Gibelly,F,6,3,5,1.666666667
50897,Gillyan,F,16,2,5,2.5
50898,Gio,F,5,1,1,1
50899,Gorgeous,F,173,2,4,2
50900,Gracelin,F,240,3,5,1.666666667
50901,Graceyn,F,421,2,5,2.5
50902,Graesyn,F,38,2,5,2.5
50903,Greenlee,F,738,2,4,2
50904,Greenly,F,145,2,5,2.5
50905,Guendi,F,12,2,3,1.5
50906,Guilianna,F,176,3,4,1.333333333
50907,Gurneet,F,56,2,4,2
50908,Gwenavere,F,17,4,5,1.25
50909,Gwynith,F,12,2,6,3
50910,Haidi,F,56,2,2,1
50911,Hallelujah,F,93,4,6,1.5
50912,Harliegh,F,15,2,5,2.5
50913,Hateya,F,10,2,3,1.5
50914,Havah,F,91,2,3,1.5
50915,Hawah,F,5,2,3,1.5
50916,Hayllie,F,16,2,4,2
50917,Heavenlei,F,11,3,4,1.333333333
50918,Hennah,F,8,2,4,2
50919,Hennesy,F,84,3,5,1.666666667
50920,Hephzibah,F,91,3,6,2
50921,Hidaya,F,142,2,3,1.5
50922,Hiilei,F,63,2,2,1
50923,Hinckley,F,5,2,6,3
50924,Honestee,F,137,3,4,1.333333333
50925,Hooria,F,72,2,2,1
50926,Horizon,F,53,3,4,1.333333333
50927,Ialiyah,F,24,2,3,1.5
50928,Ices,F,26,2,2,1
50929,Iiana,F,6,2,1,0.5
50930,Ilaya,F,11,2,2,1
50931,Ileyah,F,21,2,3,1.5
50932,Ilwad,F,18,2,3,1.5
50933,Ilyne,F,6,3,3,1
50934,Imagen,F,33,3,3,1
50935,Imagin,F,50,3,3,1
50936,Imala,F,23,3,2,0.666666667
50937,Independence,F,16,4,7,1.75
50938,Iniya,F,315,2,2,1
50939,Innocence,F,95,3,5,1.666666667
50940,Iolani,F,83,3,2,0.666666667
50941,Ireanna,F,92,3,3,1
50942,Irelan,F,35,3,3,1
50943,Irem,F,78,2,2,1
50944,Isabellah,F,319,4,5,1.25
50945,Isaira,F,11,3,2,0.666666667
50946,Ismahan,F,126,3,4,1.333333333
50947,Itzy,F,106,2,3,1.5
50948,Ivannah,F,78,3,4,1.333333333
50949,Ivyonna,F,365,3,4,1.333333333
50950,Iyonia,F,32,2,2,1
50951,Izabele,F,12,4,3,0.75
50952,Izza,F,73,2,2,1
50953,Izzabelle,F,376,4,5,1.25
50954,Jaasia,F,113,2,2,1
50955,Jacilynn,F,5,3,6,2
50956,Jackalin,F,5,3,5,1.666666667
50957,Jadai,F,19,2,2,1
50958,Jadalee,F,138,3,3,1
50959,Jaded,F,19,2,3,1.5
50960,Jadiyah,F,10,2,4,2
50961,Jadynne,F,10,3,5,1.666666667
50962,Jaea,F,11,1,1,1
50963,Jaedynn,F,144,2,5,2.5
50964,Jaesa,F,6,2,2,1
50965,Jahde,F,10,2,3,1.5
50966,Jahel,F,10,2,3,1.5
50967,Jahkayla,F,30,3,5,1.666666667
50968,Jahkia,F,10,2,3,1.5
50969,Jahmela,F,5,3,4,1.333333333
50970,Jahmiah,F,35,2,4,2
50971,Jahniah,F,106,2,4,2
50972,Jahnise,F,6,3,4,1.333333333
50973,Jahniyah,F,278,2,5,2.5
50974,Jahnyah,F,49,2,5,2.5
50975,Jahziah,F,17,2,4,2
50976,Jaiah,F,137,1,2,2
50977,Jaidlyn,F,16,2,5,2.5
50978,Jaidynn,F,266,2,5,2.5
50979,Jaiel,F,59,1,2,2
50980,Jaiyah,F,193,1,3,3
50981,Jaiyla,F,123,2,3,1.5
50982,Jakaira,F,28,3,3,1
50983,Jakasia,F,6,3,3,1
50984,Jakaylin,F,40,3,5,1.666666667
50985,Jakierra,F,12,3,4,1.333333333
50986,Jakiria,F,42,3,3,1
50987,Jalaiya,F,160,2,3,1.5
50988,Jalasha,F,10,3,4,1.333333333
50989,Jalayla,F,229,3,4,1.333333333
50990,Jalaysha,F,76,3,5,1.666666667
50991,Jaleeyah,F,175,2,4,2
50992,Jalei,F,83,2,2,1
50993,Jali,F,44,2,2,1
50994,Jalivia,F,19,3,3,1
50995,Jalyah,F,98,2,4,2
50996,Jalyiah,F,127,2,4,2
50997,Jalyse,F,53,3,4,1.333333333
50998,Jamauria,F,35,3,3,1
50999,Jamayla,F,46,3,4,1.333333333
51000,Jameriah,F,93,3,4,1.333333333
51001,Jamisyn,F,205,3,5,1.666666667
51002,Janaesha,F,5,3,4,1.333333333
51003,Janaija,F,24,3,3,1
51004,Janaria,F,176,3,3,1
51005,Janeise,F,5,3,3,1
51006,Janeria,F,18,3,3,1
51007,Janhavi,F,39,3,4,1.333333333
51008,Janijah,F,69,3,4,1.333333333
51009,Janiyia,F,46,2,3,1.5
51010,Janyssa,F,33,3,5,1.666666667
51011,Jaquoia,F,11,2,2,1
51012,Jarelly,F,90,3,5,1.666666667
51013,Jaretzy,F,502,3,5,1.666666667
51014,Jariya,F,246,2,3,1.5
51015,Jariyah,F,819,2,4,2
51016,Jarlin,F,11,2,4,2
51017,Jarline,F,5,3,4,1.333333333
51018,Jasenya,F,19,3,4,1.333333333
51019,Jasminerose,F,23,5,6,1.2
51020,Jastyn,F,11,2,5,2.5
51021,Jata,F,5,2,2,1
51022,Javiona,F,24,3,3,1
51023,Jaxyn,F,248,2,4,2
51024,Jaydi,F,123,2,3,1.5
51025,Jaydy,F,143,2,4,2
51026,Jayelynn,F,56,2,6,3
51027,Jaylaa,F,84,2,3,1.5
51028,Jaylei,F,219,2,3,1.5
51029,Jayliah,F,197,2,4,2
51030,Jaynia,F,95,2,3,1.5
51031,Jaynisha,F,6,3,5,1.666666667
51032,Jayre,F,12,2,3,1.5
51033,Jazabel,F,19,3,4,1.333333333
51034,Jekiah,F,7,2,3,1.5
51035,Jeliyah,F,73,2,4,2
51036,Jelyn,F,12,2,4,2
51037,Jenaiya,F,37,2,3,1.5
51038,Jennaka,F,11,3,4,1.333333333
51039,Jenniah,F,63,2,4,2
51040,Jerikah,F,15,3,4,1.333333333
51041,Jermaya,F,55,2,4,2
51042,Jermiyah,F,168,2,5,2.5
51043,Jerrianna,F,5,3,5,1.666666667
51044,Jersi,F,211,2,3,1.5
51045,Jersie,F,436,2,3,1.5
51046,Jerzee,F,353,2,3,1.5
51047,Jerzey,F,347,2,4,2
51048,Jerzi,F,343,2,3,1.5
51049,Jerzie,F,530,2,3,1.5
51050,Jessalynne,F,10,4,7,1.75
51051,Jestiny,F,30,3,5,1.666666667
51052,Jetzabel,F,54,3,5,1.666666667
51053,Jewelian,F,14,3,4,1.333333333
51054,Jewellee,F,5,3,4,1.333333333
51055,Jeyda,F,92,2,3,1.5
51056,Jeyla,F,202,2,3,1.5
51057,Jeylan,F,6,2,4,2
51058,Jeylen,F,12,2,4,2
51059,Jeymi,F,150,2,3,1.5
51060,Jhanai,F,5,2,3,1.5
51061,Jhanvi,F,150,2,4,2
51062,Jhasmin,F,10,2,5,2.5
51063,Jhayden,F,6,2,5,2.5
51064,Jhovanna,F,7,3,5,1.666666667
51065,Jillianna,F,112,3,5,1.666666667
51066,Jinhee,F,5,2,3,1.5
51067,Jnaiya,F,5,1,3,3
51068,Jniah,F,29,1,3,3
51069,Jniyah,F,247,1,4,4
51070,Joahna,F,11,2,3,1.5
51071,Joellie,F,49,2,3,1.5
51072,Johara,F,68,3,3,1
51073,Joharis,F,12,3,4,1.333333333
51074,Johnah,F,7,2,4,2
51075,Johnessa,F,5,3,5,1.666666667
51076,Joleena,F,109,3,3,1
51077,Jolei,F,36,2,2,1
51078,Jolianna,F,41,3,4,1.333333333
51079,Jovanah,F,5,3,4,1.333333333
51080,Jozey,F,93,2,3,1.5
51081,Juleidy,F,34,3,4,1.333333333
51082,Juliamae,F,5,3,3,1
51083,Julianah,F,130,3,4,1.333333333
51084,Juliani,F,116,3,3,1
51085,Juliannah,F,172,3,5,1.666666667
51086,Juliany,F,142,3,4,1.333333333
51087,Junah,F,6,2,3,1.5
51088,Jyah,F,22,1,3,3
51089,Jylissa,F,5,3,5,1.666666667
51090,Jyotsna,F,34,2,5,2.5
51091,Jyrah,F,76,2,4,2
51092,Kacelyn,F,124,3,5,1.666666667
51093,Kadijatou,F,32,4,4,1
51094,Kahia,F,11,2,2,1
51095,Kahliya,F,97,2,4,2
51096,Kahmya,F,142,2,4,2
51097,Kaidra,F,5,2,3,1.5
51098,Kaitelynn,F,11,3,6,2
51099,Kaitley,F,22,2,4,2
51100,Kaiyana,F,97,2,3,1.5
51101,Kalanie,F,113,3,3,1
51102,Kallia,F,36,2,3,1.5
51103,Kalyah,F,57,2,4,2
51104,Kalyse,F,187,3,4,1.333333333
51105,Kamariya,F,162,3,4,1.333333333
51106,Kamdin,F,5,2,4,2
51107,Kamryne,F,5,3,5,1.666666667
51108,Kanchan,F,7,2,5,2.5
51109,Kaonou,F,5,2,2,1
51110,Karissia,F,14,3,4,1.333333333
51111,Karstyn,F,77,2,6,3
51112,Kassius,F,5,2,4,2
51113,Kataria,F,5,3,3,1
51114,Kaybree,F,280,2,4,2
51115,Kaycey,F,16,2,4,2
51116,Kaydan,F,134,2,4,2
51117,Kayen,F,5,1,3,3
51118,Kayleanna,F,75,3,5,1.666666667
51119,Kayliann,F,39,2,5,2.5
51120,Kaylien,F,5,2,4,2
51121,Kayliyah,F,35,2,5,2.5
51122,Kealeigh,F,12,2,4,2
51123,Kearie,F,78,2,2,1
51124,Kearson,F,5,2,4,2
51125,Keazia,F,16,2,2,1
51126,Keertana,F,32,3,4,1.333333333
51127,Keerti,F,25,2,3,1.5
51128,Keidi,F,14,2,2,1
51129,Keilany,F,272,3,4,1.333333333
51130,Keiora,F,10,2,2,1
51131,Keitlyn,F,41,2,5,2.5
51132,Keliyah,F,207,2,4,2
51133,Kemaria,F,132,3,3,1
51134,Kemberli,F,6,3,5,1.666666667
51135,Kemily,F,29,3,4,1.333333333
51136,Kemiyah,F,357,2,4,2
51137,Kemyia,F,47,2,3,1.5
51138,Kenaya,F,42,2,3,1.5
51139,Kency,F,22,2,4,2
51140,Kendasia,F,5,3,4,1.333333333
51141,Kenija,F,12,3,3,1
51142,Kennise,F,19,3,4,1.333333333
51143,Kenniyah,F,133,2,5,2.5
51144,Kenzlee,F,976,2,4,2
51145,Keree,F,5,2,2,1
51146,Kerynn,F,6,2,5,2.5
51147,Kessia,F,16,2,3,1.5
51148,Keviona,F,44,3,3,1
51149,Keyajah,F,5,2,4,2
51150,Keyanni,F,64,2,4,2
51151,Keyari,F,146,2,3,1.5
51152,Keydi,F,107,2,3,1.5
51153,Keymari,F,33,3,4,1.333333333
51154,Keyonie,F,15,2,3,1.5
51155,Keyonnie,F,18,2,4,2
51156,Keziyah,F,124,2,4,2
51157,Khadijatou,F,69,4,5,1.25
51158,Khanya,F,29,2,4,2
51159,Khiari,F,5,2,3,1.5
51160,Khloee,F,1260,1,3,3
51161,Kiali,F,10,2,2,1
51162,Kiaralyn,F,5,3,5,1.666666667
51163,Kiarri,F,5,2,3,1.5
51164,Kiden,F,11,2,3,1.5
51165,Kilyn,F,140,2,4,2
51166,Kinaya,F,73,2,3,1.5
51167,Kiranjot,F,5,3,5,1.666666667
51168,Kiyarah,F,5,2,4,2
51169,Kloei,F,45,1,2,2
51170,Knia,F,6,1,2,2
51171,Kother,F,5,2,4,2
51172,Kreena,F,5,2,3,1.5
51173,Krishani,F,5,3,5,1.666666667
51174,Kryslin,F,20,2,6,3
51175,Kyelle,F,72,2,4,2
51176,Kyhia,F,11,2,3,1.5
51177,Kyjah,F,27,2,4,2
51178,Kylana,F,21,3,4,1.333333333
51179,Kylieann,F,171,2,5,2.5
51180,Kylissa,F,16,3,5,1.666666667
51181,Kyliyah,F,143,2,5,2.5
51182,Kymera,F,6,3,4,1.333333333
51183,Kyniah,F,30,2,4,2
51184,Kynley,F,440,2,5,2.5
51185,Kynsey,F,23,2,5,2.5
51186,Kynzee,F,185,2,4,2
51187,Kysia,F,5,2,3,1.5
51188,Ladaya,F,17,2,3,1.5
51189,Ladaysia,F,5,3,4,1.333333333
51190,Laelah,F,362,2,3,1.5
51191,Lakaia,F,22,2,2,1
51192,Lakenzie,F,88,3,4,1.333333333
51193,Lamarra,F,5,3,4,1.333333333
51194,Lamyah,F,293,2,4,2
51195,Lanah,F,365,2,3,1.5
51196,Lanaiya,F,187,2,3,1.5
51197,Laneise,F,5,3,3,1
51198,Larencia,F,6,3,4,1.333333333
51199,Lareyna,F,57,3,4,1.333333333
51200,Larizza,F,5,3,4,1.333333333
51201,Lataiya,F,5,2,3,1.5
51202,Lavaria,F,21,3,3,1
51203,Layney,F,118,2,4,2
51204,Layonna,F,198,2,4,2
51205,Leiny,F,35,2,3,1.5
51206,Leiyah,F,220,1,3,3
51207,Lekayla,F,5,3,4,1.333333333
51208,Leloni,F,5,3,3,1
51209,Lenayah,F,47,2,4,2
51210,Leniya,F,134,2,3,1.5
51211,Lennyn,F,188,2,5,2.5
51212,Lexiana,F,158,3,3,1
51213,Lexiss,F,52,2,4,2
51214,Leyan,F,81,1,3,3
51215,Libna,F,12,2,3,1.5
51216,Libny,F,58,2,4,2
51217,Liley,F,70,2,3,1.5
51218,Liliani,F,140,3,3,1
51219,Lillieann,F,149,2,5,2.5
51220,Lilu,F,157,2,2,1
51221,Lilyian,F,128,2,4,2
51222,Lised,F,5,2,3,1.5
51223,Lithzy,F,66,2,5,2.5
51224,Littzy,F,38,2,5,2.5
51225,Litza,F,5,2,3,1.5
51226,Liviya,F,164,2,3,1.5
51227,Llarely,F,5,3,5,1.666666667
51228,Loralai,F,300,3,3,1
51229,Lorelai,F,5503,3,3,1
51230,Lucciana,F,167,3,4,1.333333333
51231,Ludwika,F,101,3,4,1.333333333
51232,Luisafernanda,F,35,5,7,1.4
51233,Lux,F,1012,1,2,2
51234,Lyniah,F,220,2,4,2
51235,Lyris,F,64,2,4,2
51236,Lysha,F,72,2,4,2
51237,Maaha,F,5,2,2,1
51238,Macaiah,F,64,2,3,1.5
51239,Macayle,F,56,3,4,1.333333333
51240,Madyline,F,56,4,5,1.25
51241,Madysan,F,18,3,5,1.666666667
51242,Maelle,F,327,2,3,1.5
51243,Maesa,F,26,2,2,1
51244,Magi,F,5,2,2,1
51245,Mahati,F,89,3,3,1
51246,Mahdia,F,28,2,3,1.5
51247,Mahi,F,996,2,2,1
51248,Mahitha,F,85,3,4,1.333333333
51249,Maicy,F,96,2,3,1.5
51250,Maislyn,F,30,2,5,2.5
51251,Maka,F,34,2,2,1
51252,Makada,F,5,3,3,1
51253,Makaily,F,5,3,4,1.333333333
51254,Makaria,F,75,3,3,1
51255,Makayah,F,191,2,4,2
51256,Makayley,F,12,3,5,1.666666667
51257,Makenzye,F,195,3,5,1.666666667
51258,Makhiya,F,179,2,4,2
51259,Makieya,F,16,2,3,1.5
51260,Makiyla,F,119,3,4,1.333333333
51261,Makyiah,F,212,2,4,2
51262,Makynlee,F,531,3,5,1.666666667
51263,Malaz,F,6,2,3,1.5
51264,Maleiah,F,230,2,3,1.5
51265,Maleina,F,18,3,3,1
51266,Maleri,F,10,3,3,1
51267,Maleyah,F,496,2,4,2
51268,Mallak,F,31,2,4,2
51269,Malli,F,70,2,3,1.5
51270,Manasvi,F,340,3,4,1.333333333
51271,Manshi,F,5,2,4,2
51272,Manvi,F,118,2,3,1.5
51273,Marajade,F,76,4,4,1
51274,Marcasia,F,17,3,4,1.333333333
51275,Mariabelen,F,106,4,5,1.25
51276,Marialuiza,F,80,4,4,1
51277,Mariani,F,54,4,3,0.75
51278,Marim,F,21,2,3,1.5
51279,Marlett,F,19,2,5,2.5
51280,Martaja,F,5,3,4,1.333333333
51281,Mashia,F,19,2,3,1.5
51282,Maslyn,F,16,2,5,2.5
51283,Mati,F,60,2,2,1
51284,Mattelynn,F,10,3,7,2.333333333
51285,Maurin,F,5,2,3,1.5
51286,Mayerli,F,93,2,4,2
51287,Mayerly,F,137,2,5,2.5
51288,Maylani,F,435,3,4,1.333333333
51289,Maylia,F,55,2,3,1.5
51290,Maymunah,F,64,3,5,1.666666667
51291,Mayrani,F,182,3,4,1.333333333
51292,Maysam,F,41,2,4,2
51293,Mckennzie,F,29,2,6,3
51294,Mckinleigh,F,340,2,7,3.5
51295,Mckylee,F,19,2,5,2.5
51296,Medelin,F,12,3,4,1.333333333
51297,Meiah,F,168,1,2,2
51298,Mekhya,F,11,2,4,2
51299,Mekya,F,10,2,3,1.5
51300,Meliha,F,53,3,3,1
51301,Melynna,F,15,3,5,1.666666667
51302,Mercedys,F,6,3,6,2
